id,event_ids,title,category,group
8vddQeCXJp9iuCwsqe7l,FLuzAE5dm4qazOoE4QaF,ผู้สมัครสสร.ต้อง มีระดับการศึกษาขั้นต่ำคือ ปริญญาตรี,สสร.,0
AaA3IdPpPRmGriTmLm26,FLuzAE5dm4qazOoE4QaF,สสร.ต้องหาเสียงและนำเสนอโปรเจคต์ที่จะขับเคลื่อน,สสร.,0
AbNTr8HqvnxhAIxe6Iw6,FLuzAE5dm4qazOoE4QaF,การเลือกตั้งควรใช้บัตร 2 ใบ แบ่งเป็น เชิงพื้นที่และความเชี่ยวชาญ และแบ่งเขต 400 เขต,สสร.,0
C88gOdn5c8qXMV5MJ2h0,FLuzAE5dm4qazOoE4QaF,"หลักการสำคัญในการออกแบบ สสร. ต้อง Opendata by default, เปิดเผย และโปร่งใส",สสร.,0
DfJOY3sgMDlsp1Zdq9uU,Ri7THJYVq8VeyDjrJZS8,สสร. มาจากการเลือกตั้งโดยประชาชน,สสร.,0
ENbNmkn2KZh24qMQ3APu,FLuzAE5dm4qazOoE4QaF,สสร. ต้องมาจากสัดส่วนอาชีพของประชากรในประเทศ,สสร.,0
EjCnAXDaaJuBQLhHI42W,FLuzAE5dm4qazOoE4QaF,สสร.ที่มีความชอบธรรมสูงจะมีอำนาจในการขับเคลื่อน,สสร.,0
F4KhD4lOYoeldMS4hYnG,FLuzAE5dm4qazOoE4QaF,สสร.ต้องมาจากการเลือกตั้งเท่านั้น,สสร.,0
F7usd2BUTX3k0p2kDtwI,FLuzAE5dm4qazOoE4QaF,สสร. ต้องมีอำนาจในการปกป้องการล้มรัฐธรรมนูญ,สสร.,0
FTlX1sG1A34X6v4SF2KR,FLuzAE5dm4qazOoE4QaF,สสร. ต้องมีความโปร่งใสและตรวจสอบได้,สสร.,0
JkV4OtnlhvCzKVDYLx7h,FLuzAE5dm4qazOoE4QaF,ใบสมัครของสสร. ควรเปิดเผยจุดยืน คล้ายๆ หาเสียง เช่น ปฏิรูปกระบวนการศาล,สสร.,0
JrrSMrVIPnXKGeNiUZIJ,FLuzAE5dm4qazOoE4QaF,ให้ สรร. ที่จากประชาชน เลือกผู้เชี่ยวชาญเอง (based on content/agenda),สสร.,0
KnLQ88WRrt7g9gfxdAr1,FLuzAE5dm4qazOoE4QaF,สสร. ควรแปลงร่างเป็น ศาลรัฐธรรมนูญ,สสร.,0
KxylHYyk2a6LnAUMKuCA,FLuzAE5dm4qazOoE4QaF,สภา หรือ ครม.สามารถมีส่วนร่วมกับ สสร.,สสร.,0
L7vAtfnZK03nF2zDvcvf,FLuzAE5dm4qazOoE4QaF,เดิมการรณรงค์ร่าง รธน. จะมี vision ร่วมกัน ทำคู่มือ/รณรงค์/กลุ่มย่อย วัดการตระหนักรู้ของผู้คน ในรอบนี้ก็เน้นกระบวนการนอกจากผลลัพธ์,สสร.,0
LKXzmA9tyTknWrjuwsup,FLuzAE5dm4qazOoE4QaF,สสร. ต้องมีโควต้าของแต่ละกลุ่ม เช่น LGBT ผู้หญิง กลุ่มเปราะบาง,สสร.,0
MJnDFwit09hLwa9T869f,FLuzAE5dm4qazOoE4QaF,ไม่ไว้ใจ กกต. และไม่ไว้ใจว่าจะได้แก้ รธน.,สสร.,0
PPDctBeP0CJft1MFeAC8,FLuzAE5dm4qazOoE4QaF,สสร.ต้อง represent เรื่องอุดมการณ์ทางการเมืองด้วย ไม่ใช่แค่ identity และ geopolitics,สสร.,0
Pl9XOn5DOwkr51BNH2hh,FLuzAE5dm4qazOoE4QaF,สสร. ต้องมีความสนใจในเรื่องประเด็นสาธารณะ มีความรู้ความเข้าใจ มีความสามารถในการสื่อสารภาษากฎหมายให้เข้าใจง่าย,สสร.,0
PoUrwgMfuXEibcipRMM4,FLuzAE5dm4qazOoE4QaF,อยากให้สร้างความตระหนักรู้เรื่องการจัดทำร่างรธน. เพื่อให้คนมามีส่วนร่วม,สสร.,0
Qq1TpRiXFWMxooMqijVt,FLuzAE5dm4qazOoE4QaF,สสร. ควรเป็นกระบวนกร เปิดกว้าง ไม่จำเป็นต้องคนเก่ง ถ้าเลือกเอาคนเก่งเขาก็จะเอาไอเดียตัวเองใส่ในร่างรัฐธรรมนูญ,สสร.,0
SVBo1xoP6wqVOYRaY51q,FLuzAE5dm4qazOoE4QaF,สสร.ควรเป็นตัวแทน ของการรับฟังเสียงของประชาชนไม่ใช่เจ้าของรัฐธรรมนูญหรือเป็นคนเขียนรัฐธรรมนูญ ควรเป็นแค่คนรวบรวมเสียงของประชาชน,สสร.,0
U3yJP2gjVAZV5h2JzNxY,FLuzAE5dm4qazOoE4QaF,การเลือกตั้ง สสร. ควรมีทั้งแบบแบ่งเขตและแบบบัญชีรายชื่อ,สสร.,0
UAUwl0DaojqWo5PD1hl8,FLuzAE5dm4qazOoE4QaF,ควรเปิดโอกาสให้คนเป็นสื่อสามารถสมัครเป็น สสร. ได้,สสร.,0
UiN8egrbml9767vx9jT5,FLuzAE5dm4qazOoE4QaF,สื่อมวลชนมีความสำคัญอย่างมากต่อการส่งเสริมการมีส่วนร่วมของประชาชนในสังคม,สสร.,0
UiPSbzGwIdu94dj1WKN4,FLuzAE5dm4qazOoE4QaF,ให้ทุกคน (ประชาชน) มา crack ปัญหาของรัฐธรรมนูญก่อน เพื่อมองเห็นปัญหาในการแก้ไข,สสร.,0
UleYx7RFuAD5OD6KsFhE,FLuzAE5dm4qazOoE4QaF,สว ศาล ไม่ควรนำผลประโยชน์ของตัวเองเป็นตัวตั้ง (ในการให้ความเห็นเรื่องรัฐธรรมนูญ) ควรมีการพูดคุยที่ไม่ได้เอาผลประโยชน์ของตัวเองเป็นหลัก,สสร.,1
V0dkfSPE4GP6d5lpNaHz,FLuzAE5dm4qazOoE4QaF,สสร. ต้องมีธรรมาภิบาล มีความชำนาญในแต่ละสาขาอาชีพ(ให้มากที่สุด) และตัวแทนจากกลุ่มรากหญ้า,สสร.,0
VWv2kzIsYMLNk5oxEMFe,FLuzAE5dm4qazOoE4QaF,การเลือกตั้งของสสร. ไม่จำกัดเรื่องความเป็นกลางทางการเมือง เช่น อดีต สส.,สสร.,0
VywCsA2V8nQnV6XH1RG2,FLuzAE5dm4qazOoE4QaF,ฉันทามติร่วมทางสังคมเกี่ยวกับสสร. มีความสำคัญ,สสร.,0
WBp41ROA3KlO0ByzXmRS,FLuzAE5dm4qazOoE4QaF,ระบบเลือกตั้ง สสร. ควรเป็นแบบ เลือกกี่คนก็ได้ที่พอใจ (Approval Vote),สสร.,0
XVmOnQaXkN0SrR4L2Cqf,FLuzAE5dm4qazOoE4QaF,คัดกรองพวก enemy of democracy ให้ไม่สามารถมาเป็น สสร. ได้ แบบสมัยที่เยอรมันห้ามนาซีมาอยู่ในกระบวนการ,สสร.,1
YIHBlCG4V2ebaFyOH4bZ,FLuzAE5dm4qazOoE4QaF,สสร. ต้องไม่มีตัวแทนจากภาครัฐ เพราะมักติดอยู่กับกรอบการทำงานเดิมๆ,สสร.,1
ZDsDi5uzFybyTHDyg7Sh,FLuzAE5dm4qazOoE4QaF,เปลี่ยนวิธีการเลือกตั้งให้เป็นอิเล็กทรอนิกส์ (E-Vote) เพื่อให้มั่นใจในประสิทธิภาพการนับคะแนน,สสร.,0
Zm98HOrjLwwudUq56iax,FLuzAE5dm4qazOoE4QaF,สสร. สามารถทำหน้าที่ติดตาม / monitoring รัฐธรรมนูญ เพื่อเป็นการการันตีด้วยว่ารัฐธรรมนูญจะยังคงอยู่,สสร.,0
aCL83gC4Gh7cOdX9XhxE,FLuzAE5dm4qazOoE4QaF,สสร. ควรมาจากประชาชน แต่นักกฎหมายให้เป็นหน้าที่ consult ปรับภาษาให้เป็นภาษากฎหมาย,สสร.,0
beJZeFCKxnwomk2qQmnl,FLuzAE5dm4qazOoE4QaF,คนที่สมัครเป็นสสร.หรือเสนอชื่อ ตามกลุ่มอาชีพ ต้องมีคนที่อยู่ในอาชีพเดียวกันเป็นคนเลือก,สสร.,0
bpWnfM1sudt4FMI0wS9t,FLuzAE5dm4qazOoE4QaF,พรรคการเมืองต้องเป็นความหวังในการร่างรัฐธรรมนูญใหม่,สสร.,0
cOJcvxwPzm0iZ4cHngFC,FLuzAE5dm4qazOoE4QaF,เวลาการร่างรัฐธรรมนูญที่นานเกินไป เกิดการทอดเวลา ทำให้อุดมการณ์เริ่มเปลี่ยน,สสร.,0
cwMYFZkBcDAT64xVGPYi,FLuzAE5dm4qazOoE4QaF,การระบุความเป็นตัวแทนที่ละเอียดมากเกินไปจะทำให้กระบวนการเลือกตั้งเป็นเชิงเทคนิคจนซับซ้อนเกินกว่าที่ประชาชนทั่วไปจะเข้าใจ,สสร.,0
d3pHtfhU57E5OSFI6Mry,FLuzAE5dm4qazOoE4QaF,คณะกรรมการยกร่างต้องสอดคล้องกับ Agendที่เกิดขึ้นในสถานการณ์,สสร.,0
eI7AwyqnfrU90ciZcB2J,FLuzAE5dm4qazOoE4QaF,คนดีในจังหวัดไม่มาสมัครเป็นตัวแทน สสร.,สสร.,1
f8RGpxZJ7dQCu4DY6KRj,FLuzAE5dm4qazOoE4QaF,กกต.ไม่ควรเป็นผู้แทนจัดการเลือกตั้ง สสร.,สสร.,1
gVOKNIr5SqGSYt4UQGwz,FLuzAE5dm4qazOoE4QaF,ต้องไม่รีบในการร่างรัฐธรรมนูญ เพื่อเปิดให้ประชาชนมีส่วนรวมมากที่สุดก่อน จะได้ยึดโยงกับรัฐธรรมนูญ,สสร.,0
hFlaIDjyVSQM95hpLX5l,FLuzAE5dm4qazOoE4QaF,การเลือกตั้ง สสร. ควรกำหนดกลุ่มประเภทความเชี่ยวชาญ (กลุ่มอาชีพ) เพื่อให้สะท้อนความหลากหลายได้,สสร.,0
hHM0HVjqwKVeG9AWTAZF,FLuzAE5dm4qazOoE4QaF,สสร.ต้องครอบคลุมทุก sectors ได้แก่ ภาครัฐ ภาคเอกชน CSOs และ seating หาร 3,สสร.,0
i7nD4nBuvDJmmwAAfNuk,FLuzAE5dm4qazOoE4QaF,สนับสนุนการออกแบบ สสร. เป็นบัญชีรายชื่อ 100%,สสร.,0
ioBTEBAqB3GfzOzop0K3,FLuzAE5dm4qazOoE4QaF,มีกลไกการร้องเรียนปัญหาของประชาชน เพื่อนำมาปรับเป็นร่างรัฐธรรมนูญ ไม่ใช่มีร่างแล้วรอความคิดเห็นเพียงอย่างเดียว,สสร.,0
iukqL19YJuS67ZkSWMqZ,FLuzAE5dm4qazOoE4QaF,ควรมีพื้นที่เรียนรู้สำหรับ สสร. เช่น การ learning กรณีจากต่างประเทศ retro review,สสร.,0
khaARS90ROktrWpNefdc,FLuzAE5dm4qazOoE4QaF,สสร. ไม่ควรมีนักกฎหมายนั่งเป็นประธาน,สสร.,1
l5syMnVe7oyPyItseDcU,FLuzAE5dm4qazOoE4QaF,ควรมีการทำงานวิจัยที่เกี่ยวกับการกำหนดจำนวน สสร. เพื่อไม่ให้มีเยอะเกินไปที่ทำให้การประชุมยืดเยื้อเกินไป,สสร.,0
lRI4lhkiWzTKCOBsbL3p,FLuzAE5dm4qazOoE4QaF,สสร.ไม่จำเป็นต้องเป็นนักเทคนิคในการเขียนกฎหมาย,สสร.,1
lY0oZzdYo9y3zFhhYnmy,FLuzAE5dm4qazOoE4QaF,จำเป็นต้องมีกลุ่มผู้เชี่ยวชาญ แยกต่างหากจาก สสร. เพื่อให้ข้อมูล ความเห็น,สสร.,0
mMeEpUAziHDhG50zT935,FLuzAE5dm4qazOoE4QaF,ผู้สมัคร สสร. ควรเป็นตัวแทนของอุดมการณ์ประชาธิปไตยและมีการแถลงจุดยืน,สสร.,0
mb426CKotDswSd9rgWPp,FLuzAE5dm4qazOoE4QaF,ผู้สมัคร สสร. จะต้องได้รับการตรวจสอบโดยองค์กรอิสระ เพื่อให้กระบวนการได้มามีความโปร่งใส,สสร.,0
nrEaDmep95iroWpISISA,FLuzAE5dm4qazOoE4QaF,สสร. ต้องมีที่มาที่ยึดโยงกับประชาชน,สสร.,0
ntBJAaqOZ6CVfzvCIdlt,FLuzAE5dm4qazOoE4QaF,ความยากคือ การระบุว่าใครเป็นผู้เชี่ยวชาญ ในด้านต่าง ๆ เพราะอาจมีกังขาเรื่องการมีสี,สสร.,0
oRaHQAaxlJ5gKS85cssh,FLuzAE5dm4qazOoE4QaF,สสร. ต้องมีความเชี่ยวชาญในประสบการณ์ด้านการทำงานในด้านหนึ่ง มากกว่าโฟกัสที่วุฒิการศึกษา,สสร.,0
peEZ4F0cByDfdVv4Mh5R,FLuzAE5dm4qazOoE4QaF,มีช่องทางให้ประชาชนเข้าไปติดตามการร่างรธน. สื่อสารให้เข้าใจง่าย และทำงานประชาสัมพันธ์เชิงรุกให้ประชาชนได้รู้ระหว่างกระบวนการ,สสร.,0
pegZwJVtwSuC87fEl0UZ,FLuzAE5dm4qazOoE4QaF,สิทธิในการสมัครไม่ควรจำกัดอายุ,สสร.,1
qq5SykirmTIWsbbBDARc,FLuzAE5dm4qazOoE4QaF,Political Education ส่งผลโดยตรงต่อการมีส่วนร่วมของประชาชนในประเด็นรัฐธรรมนูญ,สสร.,0
qylb4vJtU5AGTjqa3Otw,FLuzAE5dm4qazOoE4QaF,สสร. มีอำนาจในการพิจารณาการขัดต่อรัฐธรรมนูญแทนศาลรัฐธรรมนูญได้,สสร.,0
rcKMnMwfcNJBA0vTq9K2,FLuzAE5dm4qazOoE4QaF,การได้มาของสสร. ประชาชนควรมีส่วนร่วมด้วย ผ่านช่องทางออนไลน์ก็ได้,สสร.,0
rv1DxRCAh8vLRGYr7kfa,FLuzAE5dm4qazOoE4QaF,หลักการเรื่องความอิสระ ควรการันตีความปลอดภัยในการพูดเรื่องละเอียดอ่อนในวง สสร. เช่น การแก้ไขหมวดสถาบันฯ,สสร.,0
sAmtB8fy0VPiNkHFh2ON,FLuzAE5dm4qazOoE4QaF,สสร. ที่จะสะท้อนความเห็นต่างๆ ต้องมีความรู้กฎหมายเป็นพื้นฐานเพราะการออกแบบกฎหมายกระทบผู้คน,สสร.,0
tB7DEtiqE3Wvd4N16LQd,FLuzAE5dm4qazOoE4QaF,สสร. ควรมาจากการเลือกตั้งทั้งหมด โดยให้ประชาชนเลือกตั้งโดยตรงแบบอิสระ เพราะการแต่งตั้งหนีไม่พ้นความกังขา,สสร.,0
w1UaINJpdc3KsocCvWSD,FLuzAE5dm4qazOoE4QaF,คุณสมบัติ สสร. ต้องถูกจำกัดให้น้อยที่สุดเพื่อให้ประชาชนมีส่วนร่วมมากที่สุด,สสร.,0
wXQy4GNSAVByO1QwIw31,FLuzAE5dm4qazOoE4QaF,สสร. ไม่ควรมีอำนาจเยอะ ควรทำหน้าที่อำนวยความสะดวกให้ประชาชนมากกว่า,สสร.,0
wnWqZuCRhIESkI8KhmhZ,FLuzAE5dm4qazOoE4QaF,สสร. จำเป็นต้องมาจากการเลือกตั้งทางตรง 100% เพื่อให้สะท้อนความเป็นตัวแทนและความเป็นประชาธิปไตย,สสร.,0
yhZRzAUfUTa7emEn5TrG,FLuzAE5dm4qazOoE4QaF,รัฐธรรมนูญต้องเป็นตลาดนัดไอเดีย ที่สามารถแสดงความเห็นได้,สสร.,0
zAgP9SXKxmB6CHmOVZEj,FLuzAE5dm4qazOoE4QaF,ร่างที่ สสร. ออกแบบ ต้องนำไปให้ประชาชนให้ความเห็นแบบมีประชามติรายมาตราตามกลุ่มที่เกี่ยวข้องเป็นการเฉพาะ,สสร.,0
0Fei5MccG3Tftzfh9Uoo,ZeztgNNzU3DbAZNdVQbt,เด็ก ๆ ที่เรียนจบควรมีทุนสำหรับการท่องเที่ยว,สวัสดิการ,4
2rkY2deHi8JWXeTwRzzX,OiKFo7nNy4gsLARMI6zP,ต้องมอบเงินประกันการว่างงาน,สวัสดิการ,2
7Wc7kBwm6cM0c2MxyCTL,Ri7THJYVq8VeyDjrJZS8,ต้องไม่มีใครถูกทอดทิ้งจากสวัสดิการของรัฐ เช่น การรักษาพยาบาลที่มีประสิทธิภาพ การศึกษาที่ทันสมัย การมีอาชีพที่มั่นคง,สวัสดิการ,2
9g2CwbGiTaU7qQ0PH76a,wIKPzNydyOA8KbRKHE5a,หวังเห็นสวัสดิการที่ดีและครอบคลุม มีบำนาญเกษียณ มีค่าช่วยเลี้ยงดูบุตร,สวัสดิการ,1
IQCwYQpN6dyrQDca9UWs,OiKFo7nNy4gsLARMI6zP,ควรเพิ่มระบุสิทธิด้านสวัสดิการ (การศึกษา พยาบาล อาหาร ฯลฯ) โดยต้องใช้รูปแบบ “รัฐสวัสดิการ” ลงไปในรัฐธรรมนูญ,สวัสดิการ,5
J6vFHMcHA7KE6NsdIaEN,ZeztgNNzU3DbAZNdVQbt,รัฐควรช่วยสงเคราะห์บุตร หรือขยายช่วงอายุของเด็ก,สวัสดิการ,5
JkA5Nu2tkiSGYSkuc9XK,ZeztgNNzU3DbAZNdVQbt,เมืองควรออกแบบบนหลัก Universal Design เพื่อให้ทุกคนสามารถเข้าถึงและใช้ประโยชน์ได้อย่างสะดวก ไม่ว่าจะมีข้อจำกัดด้านร่างกายหรือไม่,สวัสดิการ,0
KGlNY6Z1v9IK1r2wc172,AkUH6sty9Lv2WuTTXRD9,เพิ่มเงินเยียวยาผู้สูงอายุ และให้มีกลไกอื่น ๆ ร่วมด้วย เช่น การลดหย่อนภาษี,สวัสดิการ,1
QlyL9rV0Ups7Teg50p7C,Ri7THJYVq8VeyDjrJZS8,ต้องพัฒนาระบบคมนาคมให้ครอบคลุม ทั่วถึง และราคาเข้าถึงง่าย,สวัสดิการ,0
UUVQPnkru2xj8tnf9x9r,OiKFo7nNy4gsLARMI6zP,ต้องนำภาษีที่เก็บมาต่อยอดพัฒนาคุณภาพชีวิตของประชาชน และโครงสร้างพื้นฐานที่มีคุณภาพ,สวัสดิการ,1
VAnenwbQKHPSvIjWV7pC,OiKFo7nNy4gsLARMI6zP,ต้องเยียวยาประชาชนกลุ่มที่ยากไร้ให้กลายมาเป็นประชาชนทั่วไป,สวัสดิการ,7
dkrarlbB4ZvLnUMtJqJM,ZeztgNNzU3DbAZNdVQbt,ควรมีระบบที่สนับสนุนให้คนวัยเกษียณได้กลับไปใช้ชีวิตที่บ้านเกิด เช่น มีที่ปรึกษาเรื่องการจัดสรรที่ดิน การทำเกษตร,สวัสดิการ,1
flWe1JTfa9t3O20cxgFZ,ZeztgNNzU3DbAZNdVQbt,กฎหมายลาคลอดควรยืดระยะเวลาออก และยังได้รับเงินเดือนตามปกติ รวมถึงควรเพิ่มวันหยุดพักร้อนตามอายุงาน เพื่อสร้างสมดุลระหว่างงานและชีวิต,สวัสดิการ,5
hfmR2J1HSybT3k2ocQnN,HTmIYhVrz22i3PjxdS0h,อยากให้เรือนจำมี TV เพื่อให้ผู้ต้องขังสามารถเข้าถึงข้อมูลข่าวสาร ความรู้ และความบันเทิง ช่วยลดความเครียดและสร้างการเรียนรู้ระหว่างถูกคุมขัง,สวัสดิการ,3
ri7VMl85rYWRQ5NzpcgE,ZeztgNNzU3DbAZNdVQbt,ประชาชนควรมีสิทธิในการเข้าถึงโรงพยาบาลดี ๆ โรงพยาบาลรัฐและเอกชนควรมีคุณภาพและบริการเทียบเคียงกัน,สวัสดิการ,6
t6hibvHASB7ImBStKhrw,ZeztgNNzU3DbAZNdVQbt,คนหาเช้ากินค่ำควรได้รับการคุ้มครองในการประกอบอาชีพสุจริต ไม่ให้ล้มละลาย มีรัฐมาคอยอุ้มให้ “ล้มบนฟูก”,สวัสดิการ,2
zj1RbSbxQVDaJzzgibvk,OiKFo7nNy4gsLARMI6zP,ต้องมีการพัฒนาขนส่งสาธารณะ ลดการใช้รถส่วนตัว ,สวัสดิการ,0
0vomrDzX8pjCYnoNBiuo,OiKFo7nNy4gsLARMI6zP,ให้มีการให้ความรู้กับประชาชนทั่วไปก่อนการแก้กฎหมายใดๆ อย่างไม่เหลื่อมล้ำ ด้วยวิธีการ เช่น การเสวนา,ฝ่ายนิติบัญญัติ,0
1eNG3cExFvLzW5leCHWP,wIKPzNydyOA8KbRKHE5a,รัฐธรรมนูญต้องจำกัดอำนาจของผู้ใช้อำนาจให้อยู่ในกรอบขอบเขต,ฝ่ายนิติบัญญัติ,0
2StYx1m4eIDCGmr7yEBp,Ri7THJYVq8VeyDjrJZS8,สว.ต้องไม่มีอำนาจเหนือ สส. แต่เป็นที่ปรึกษา ให้ข้อเสนอแนะกับสส.,ฝ่ายนิติบัญญัติ,1
4FVZ0ewHQ4KGRiPBoGm1,FLuzAE5dm4qazOoE4QaF,คนที่ได้รับตำแหน่ง สสร. แล้ว ห้ามมาลงสมัคร สส. สว. หรือตำแหน่งทางการเมืองอีก เพื่อหลีกเลี่ยงผลประโยชน์ทับซ้อน,ฝ่ายนิติบัญญัติ,1
HtKMPnTUQEvqMVAZRO7x,zDLn38DfCkx1JTQfW7bl,ต้องมีการออกแบบรัฐธรรมนูญเพื่อลดอำนาจของผู้มีอำนาจเดิม และเปิดโอกาสให้คนส่วนมากของสังคมสามารถกำหนดทิศทางของประเทศได้ตามวิถีทางประชาธิปไตย,ฝ่ายนิติบัญญัติ,0
KxylHYyk2a6LnAUMKuCA,FLuzAE5dm4qazOoE4QaF,สภา หรือ ครม.สามารถมีส่วนร่วมกับ สสร.,ฝ่ายนิติบัญญัติ,0
LXAf0kXAKcDM101rNBdJ,OiKFo7nNy4gsLARMI6zP,ไม่เอา สว. และนายกคนนอก,ฝ่ายนิติบัญญัติ,1
MS7pv54zrhUr3FL3rmJu,wIKPzNydyOA8KbRKHE5a,กฎหมายต้องร่างให้สอดคล้องกับมาตรฐานสากล,ฝ่ายนิติบัญญัติ,0
UleYx7RFuAD5OD6KsFhE,FLuzAE5dm4qazOoE4QaF,สว ศาล ไม่ควรนำผลประโยชน์ของตัวเองเป็นตัวตั้ง (ในการให้ความเห็นเรื่องรัฐธรรมนูญ) ควรมีการพูดคุยที่ไม่ได้เอาผลประโยชน์ของตัวเองเป็นหลัก,ฝ่ายนิติบัญญัติ,1
YN6sWxsWiErswgs9UaoT,wIKPzNydyOA8KbRKHE5a,มองว่ารากฐานที่ดี คือการที่คนเข้าถึงบริการสาธารณะได้ง่าย มีอุตสาหกรรมชุมชนเพื่กระจายรายได้ ส่งเสริมสิทธิชุมชน มีการถ่วงดุลอำนาจที่เข้มแข็ง,ฝ่ายนิติบัญญัติ,0
a2GxJjEheT7kCjuYBJHO,Ri7THJYVq8VeyDjrJZS8,รัฐธรรมนูญต้องกำหนดให้โครงสร้างอำนาจของรัฐเชื่อมโยงกับประชาชน ประชาชนสามารถตรวจสอบ เข้าถึงได้,ฝ่ายนิติบัญญัติ,0
cgl2dkQpzRePcWAo075o,Ri7THJYVq8VeyDjrJZS8,พรรคการเมือง สถาบันทางการเมือง กองทัพและองค์กรต่างๆ ต้องร่วมกันปกป้องรัฐธรรมนูญ,ฝ่ายนิติบัญญัติ,0
xPfTusEykaoThPECEHNx,zDLn38DfCkx1JTQfW7bl,รัฐธรรมนูญจะต้องกำหนดโครงสร้างของสถาบันการเมืองให้มั่นคง ป้องกันคนไม่ดี คนทุจริต ไม่ให้เข้ามามีอำนาจทางการเมือง,ฝ่ายนิติบัญญัติ,0
y02zxIhpl5SrMiqbe6PZ,zDLn38DfCkx1JTQfW7bl,การออกแบบสถาบันการเมือง โดยเฉพาะอย่างยิ่งโดยอาศัยกระบวนการตรวจสอบถ่วงดุลกัน,ฝ่ายนิติบัญญัติ,0
1eNG3cExFvLzW5leCHWP,wIKPzNydyOA8KbRKHE5a,รัฐธรรมนูญต้องจำกัดอำนาจของผู้ใช้อำนาจให้อยู่ในกรอบขอบเขต,ฝ่ายตุลาการ,0
KnLQ88WRrt7g9gfxdAr1,FLuzAE5dm4qazOoE4QaF,สสร. ควรแปลงร่างเป็น ศาลรัฐธรรมนูญ,ฝ่ายตุลาการ,0
KxylHYyk2a6LnAUMKuCA,FLuzAE5dm4qazOoE4QaF,สภา หรือ ครม.สามารถมีส่วนร่วมกับ สสร.,ฝ่ายตุลาการ,0
UleYx7RFuAD5OD6KsFhE,FLuzAE5dm4qazOoE4QaF,สว ศาล ไม่ควรนำผลประโยชน์ของตัวเองเป็นตัวตั้ง (ในการให้ความเห็นเรื่องรัฐธรรมนูญ) ควรมีการพูดคุยที่ไม่ได้เอาผลประโยชน์ของตัวเองเป็นหลัก,ฝ่ายตุลาการ,0
YN6sWxsWiErswgs9UaoT,wIKPzNydyOA8KbRKHE5a,มองว่ารากฐานที่ดี คือการที่คนเข้าถึงบริการสาธารณะได้ง่าย มีอุตสาหกรรมชุมชนเพื่กระจายรายได้ ส่งเสริมสิทธิชุมชน มีการถ่วงดุลอำนาจที่เข้มแข็ง,ฝ่ายตุลาการ,1
ZAdCNNsmsUjfqIH0m3Px,7RlnzfjxyxYTH0ajcVQK,กระบวนการยุติธรรมต้องมีมาตรฐานเดียวทั่วประเทศ และเปิดโอกาสให้ผู้ต้องหาเข้าถึงความช่วยเหลือทางกฎหมายตั้งแต่ต้นทาง,ฝ่ายตุลาการ,1
a2GxJjEheT7kCjuYBJHO,Ri7THJYVq8VeyDjrJZS8,รัฐธรรมนูญต้องกำหนดให้โครงสร้างอำนาจของรัฐเชื่อมโยงกับประชาชน ประชาชนสามารถตรวจสอบ เข้าถึงได้,ฝ่ายตุลาการ,0
cgl2dkQpzRePcWAo075o,Ri7THJYVq8VeyDjrJZS8,พรรคการเมือง สถาบันทางการเมือง กองทัพและองค์กรต่างๆ ต้องร่วมกันปกป้องรัฐธรรมนูญ,ฝ่ายตุลาการ,0
